identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year
31018355,A13860,QX16930,"RUSH Michael James : Service Number - QX16930 : Date of Birth - 22 August 1919 : Place of Birth - ROMA,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,29 Oct 2010,2010-10-29,33(1)(d)|33(1)(g),2020
31019000,A13860,QX17805,"TYRRELL Walter Frederick : Service Number - QX17805 : Date of Birth - 21 December 1903 : Place of Birth - ROCHESTER, KENT,",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31019200,A13860,QX18108,"SIKES Stanley Reginald : Service Number - QX18108 : Date of Birth - 28 March 1907 : Place of Birth - LEICESTER, ENGLAND",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31020027,A13860,QX19377,"HISLOP Ernest Albert : Service Number - QX19377 : Date of Birth - 28 April 1920 : Place of Birth - SYDNEY, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,26 Nov 2012,2012-11-26,33(1)(g),2020
31020406,A13860,QX19928,"WALDRON Ernest Edward : Service Number - QX19928 : Date of Birth - 23 October 1902 : Place of Birth - FORBES, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31021201,A13860,QX21092,"POTTER Frederick Henry : Service Number - QX21092 : Date of Birth - 18 December 1908 : Place of Birth - NEWCASTLE-ON-TYNE, ENGLAND",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31021680,A13860,QX21785,"TIPPING Horace Raymond George : Service Number - QX21785 : Date of Birth - 31 July 1913 : Place of Birth - MARYBOROUGH, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,29 Oct 2010,2010-10-29,33(1)(d)|33(1)(g),2020
31023521,A13860,QX24742,"MURDOCH Terence Francis : Service Number - QX24742 : Date of Birth - 17 April 1917 : Place of Birth - MOONEE PONDS, VIC : Also known as - O'donnell Francis Bryan Robert Desmond",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31023700,A13860,QX25038,"EGAN Noel Clive : Service Number - QX25038 : Date of Birth - 04 June 1916 : Place of Birth - WALGETT, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31031150,A13860,QX37961,"JONES David Morris : Service Number - QX37961 : Date of Birth - 30/05/1921 : Place of Birth - GYMPIE, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31034542,A13860,QX44201,"PETERS Norman William : Service Number - QX44201 : Date of Birth - 07/08/1918 : Place of Birth - TOOWOOMBA, QLD",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,09 Jan 2012,2012-01-09,33(1)(d)|33(1)(g),2020
31045574,A13860,VX2919,"FLETT JOHN CHARLES : Service Number - VX2919 : Date of Birth - 13/10/1918 : Place of Birth - WILLIAMSTOWN, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31047194,A13860,VX15035,"SOLONSCH SAMUEL DOUGLAS : Service Number - VX15035 : Date of Birth - 28/04/1905 : Place of Birth - NULL, ENGLAND : Also known as - DOUGLAS John",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31047859,A13860,VX19343,"WAUGH AUBREY LEONARD : Service Number - VX19343 : Date of Birth - 14/02/1915 : Place of Birth - BRUNSWICK, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,08 Jun 2011,2011-06-08,33(1)(d)|33(1)(g),2020
31048469,A13860,VX22616,"LEECH WILFRED ALAN : Service Number - VX22616 : Date of Birth - 20/08/1903 : Place of Birth - KALGOORLIE, WA",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31048708,A13860,VX23733,"MCKIMMIE GORDON JAMES : Service Number - VX23733 : Date of Birth - 25/11/1916 : Place of Birth - MELBOURNE, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31049445,A13860,VX27162,"HAWKINS GEORGE LOUIS : Service Number - VX27162 : Date of Birth - 18/11/1908 : Place of Birth - BRUNSWICK, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31049455,A13860,VX27215,"CLANCY ARCHIBALD : Service Number - VX27215 : Date of Birth - 16/11/1907 : Place of Birth - YARRAWONGA, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31049663,A13860,VX28196,"KNIGHT ERIC ALFRED WALTER : Service Number - VX28196 : Date of Birth - 09/05/1917 : Place of Birth - GEELONG, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,30 Nov 2010,2010-11-30,33(1)(d)|33(1)(g),2020
31049708,A13860,VX28435,"GRIMISON LIONEL : Service Number - VX28435 : Date of Birth - 02/06/1917 : Place of Birth - BALRANALD, NSW",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31051917,A13860,VX39401,"MARVEN ALFRED WILLIAM : Service Number - VX39401 : Date of Birth - 28/05/1917 : Place of Birth - ALBERT PARK, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31051919,A13860,VX39422,"FROST HENRY THOMAS : Service Number - VX39422 : Date of Birth - 17/06/1920 : Place of Birth - CROWLANDS, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31051921,A13860,VX39451,"SAVAGE KEVIN : Service Number - VX39451 : Date of Birth - 12/03/1918 : Place of Birth - PERTH, WA",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31051933,A13860,VX39508,"DELAHANT CLIVE WILLIAM : Service Number - VX39508 : Date of Birth - 21/08/1916 : Place of Birth - CRESSY, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31052295,A13860,VX41595,"PULLEN RONALD SYDNEY : Service Number - VX41595 : Date of Birth - 25/07/1920 : Place of Birth - NORTHCOTE, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31052312,A13860,VX41697,"KEARNEY EDWARD : Service Number - VX41697 : Date of Birth - 10/03/1913 : Place of Birth - MELBOURNE, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31052611,A13860,VX43146,"KENNEDY DANIEL MANNIX : Service Number - VX43146 : Date of Birth - 23/11/1919 : Place of Birth - FITZROY, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31053408,A13860,VX46790,"VINEN Edward Harold : Service Number - VX46790 : Date of Birth - 25 January 1920 : Place of Birth - FITZROY, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31053427,A13860,VX46884,"JENKINS Archibald Bertram : Service Number - VX46884 : Date of Birth - 17 October 1919 : Place of Birth - RICHMOND, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31054385,A13860,VX53459,"BRITTON Joseph Edmund : Service Number - VX53459 : Date of Birth - 03 November 1911 : Place of Birth - NEWCASTLE, ENGLAND",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Sep 2010,2010-09-15,33(1)(d)|33(1)(g),2020
31060370,A13860,VX89351,"FOWLER Albert Edward : Service Number - VX89351 : Date of Birth - 02 February 1908 : Place of Birth - HOUNSLOW, ENGLAND",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31060698,A13860,VFX91527,"THORBURN Alice Mary : Service Number - VFX91527 : Date of Birth - 17 August 1918 : Place of Birth - WILLIAMSTOWN, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31061978,A13860,VX97651,"ROTHQUE Leonard Albert : Service Number - VX97651 : Date of Birth - 21/06/1912 : Place of Birth - CARLTON, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,06 Dec 2010,2010-12-06,33(1)(d)|33(1)(g),2020
31062581,A13860,VX102468,"KELLY Maurice : Service Number - VX102468 : Date of Birth - 20/12/1923 : Place of Birth - GEELONG, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,17 Dec 2010,2010-12-17,33(1)(d)|33(1)(g),2020
31063690,A13860,VX110298,"MALING Archibald Duncan : Service Number - VX110298 : Date of Birth - 04/10/1921 : Place of Birth - HAMILTON, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,08 Jun 2011,2011-06-08,33(1)(d)|33(1)(g),2020
31167791,A1690,ONT97/544,International Section - Australia / China Tourism Relations,01 Jul 1997 - 01 Apr 1998,1997-07-01,1998-04-01,Canberra,Closed,02 Mar 2020,2020-03-02,Withheld pending adv,2020
31167883,A1690,ONT97/232,International Section - Australia / China Tourism Relations,01 Apr 1997 - 01 May 1997,1997-04-01,1997-05-01,Canberra,Closed,24 Jan 2020,2020-01-24,Withheld pending adv,2020
31168037,A1690,ONT96/320,Aviation & Land Transport Section - Airlinks - Australia / China - Part 3,01 Sep 1995 - 01 Sep 2000,1995-09-01,2000-09-01,Canberra,Closed,29 Jan 2020,2020-01-29,Withheld pending adv,2020
31174809,A9737,1992/51558 Part 2,Indonesia - Visits to Australia by President Soeharto,10 Feb 1986 - 17 Apr 1996,1986-02-10,1996-04-17,Canberra,Closed,24 Sep 2020,2020-09-24,Withheld pending adv,2020
31175556,A3092,WH201/7/1/4 PART 3,US Defence Purchasing Policy - Australian Defence Procurement from the US,25 Mar 1972 - 23 Dec 1980,1972-03-25,1980-12-23,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
31176120,A14017,C1994/9323,Cabinet submission - establishment of light launch service in Australia - Australian Space Office aspects - 1994 - part 1,19 Oct 1994 - 10 Nov 1994,1994-10-19,1994-11-10,Canberra,Closed,14 Dec 2020,2020-12-14,Withheld pending adv,2020
31238554,A13860,V17864,"CRAWFORD Kenneth : Service Number - V17864 : Date of Birth - 12/Oct/1888 : Place of Birth - LAUNCESTON, TAS",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,15 Aug 2011,2011-08-15,33(1)(d)|33(1)(g),2020
31398169,A13979,2289,Cabinet Decision 2289 - Legal costs of persons appearing before the Hope Royal Commission - Without Submission,12 Oct 1983 - 12 Oct 1983,1983-10-12,1983-10-12,Canberra,Closed,17 Sep 2020,2020-09-17,Withheld pending adv,2020
31401579,A13860,QF144824,"OSBORNE Nancy Gwendoline : Service Number - QF144824 : Date of Birth - 20/06/1918 : Place of Birth - BRISBANE, QLD : Also known as - VORES Nancy Gwendoline",1939 - 1941,1939-01-01,1941-01-01,Canberra,Closed,04 Dec 2012,2012-12-04,33(1)(d)|33(1)(g),2020
31405514,B6732,85/3167,BT** Manning Fixed Links Darwin East Timor,06 Nov 1985 - 06 Nov 1985,1985-11-06,1985-11-06,Sydney,Closed,05 Nov 2020,2020-11-05,MAKE YOUR SELECTION|Withheld pending adv,2020
31430255,A13979,11756,Cabinet Decision 11756 - Director-General of Security - acting arrangements - Without Submission,17 Aug 1988 - 17 Aug 1988,1988-08-17,1988-08-17,Canberra,Closed,09 Sep 2020,2020-09-09,Withheld pending adv,2020
31550944,A13860,VF397970,"ADAMS Vera Louisa : Service Number - VF397970 : Date of Birth - 19/11/1924 : Place of Birth - TRARALGON, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,09 Jan 2012,2012-01-09,33(1)(d)|33(1)(g),2020
31559643,M3355,8,"Defence Force Development Committee - Minutes, agenda and Secretarial notes - November 1985 (Information copies)",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
31559644,M3355,9,"Chiefs of Staff Committee - Minutes, agenda and Secretarial notes - January to February 1986 (Information copies)",1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,02 Sep 2020,2020-09-02,Withheld pending adv,2020
31559663,M3355,28,Chiefs of Staff Committee - Minutes - 2/1987 to 32/1987 [with gaps] (Information copies),1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
31559664,M3355,29,Chiefs of Staff Committee - Minutes - 59/1987 to 110/1987 [with gaps] (Information copies),1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,02 Sep 2020,2020-09-02,Withheld pending adv,2020
31559771,M3355,69,A Military Strategy for Australia 1985 (MS85) [Copy],1985 - 1985,1985-01-01,1985-01-01,Canberra,Closed,07 Sep 2020,2020-09-07,Withheld pending adv,2020
31700269,A9853,803/1 PART 9,SRV [Socialist Republic of Vietnam] - economic policy - general,16 May 1985 - 20 May 1987,1985-05-16,1987-05-20,Canberra,Closed,31 Aug 2020,2020-08-31,Withheld pending adv,2020
31700333,A9853,800/53 PART 1,SRV [Socialist Republic of Vietnam] - East Germany,08 Apr 1976 - 20 Oct 1989,1976-04-08,1989-10-20,Canberra,Closed,27 Aug 2020,2020-08-27,Withheld pending adv,2020
31723953,A11099,5/254,M Codd,18 Aug 1986 - 08 Dec 1986,1986-08-18,1986-12-08,Canberra,Closed,30 Sep 2020,2020-09-30,Withheld pending adv,2020
31725321,A11099,3/179,G M Quigley,17 Jan 1978 - 21 Feb 1978,1978-01-17,1978-02-21,Canberra,Closed,21 Feb 2020,2020-02-21,Withheld pending adv,2020
31725341,A11099,3/200,J McLucas,26 Jan 1978 - 20 Feb 1978,1978-01-26,1978-02-20,Canberra,Closed,30 Sep 2020,2020-09-30,Withheld pending adv,2020
31725358,A11099,3/218,A C Kevin,01 Feb 1978 - 17 Oct 1978,1978-02-01,1978-10-17,Canberra,Closed,22 Jun 2020,2020-06-22,Withheld pending adv,2020
31726323,A11099,5/381,C Conybeare,14 Mar 1989 - 30 Jul 1989,1989-03-14,1989-07-30,Canberra,Closed,08 Oct 2020,2020-10-08,Withheld pending adv,2020
31842362,K60,M22592,"FERGUSON, Farquarson - Service Number - N/A",2000 - 2000,2000-01-01,2000-01-01,Perth,Closed,18 Apr 2016,2016-04-18,33(1)(g),2020
31855427,A13860,QX50187,"KAALUND Noel : Service Number - QX50187 : Date of Birth - 05/12/1921 : Place of Birth - TOOWOOMBA, QLD",1939 - 1941,1939-01-01,1941-01-01,Canberra,Closed,26 Nov 2012,2012-11-26,33(1)(g),2020
32157667,A13859,119998,"COWELL Walter Gordon : Service Number - 119998 : Date of Birth - 22-Sep-1924 : Place of Birth - YARRAM, VIC",1939 - 1945,1939-01-01,1945-01-01,Canberra,Closed,10 Sep 2014,2014-09-10,33(1)(d)|33(1)(g),2020
32318050,A14370,JH1996/60,Cabinet Memorandum JH96/0060 - Role and scope of National Security Committee and Secretaries Committee on National Security  - Decision JH96/0060/NS,26 Apr 1996 - 08 May 1996,1996-04-26,1996-05-08,Canberra,Closed,10 Feb 2020,2020-02-10,Withheld pending adv,2020
32537254,A11504,N/8057621/SER/3,"LAMONT, Paul Edgar 110960 DOB 1 November 1953",2000 - 2010,2000-01-01,2010-01-01,Canberra,Closed,30 Jan 2018,2018-01-30,Closed period,2020
32537404,A11870,35337/85,RAJNEESH MEDITATION GROUP,1984 - 1986,1984-01-01,1986-01-01,Canberra,Closed,10 Sep 2020,2020-09-10,Withheld pending adv,2020
32537406,C2523,90/7129 PART 1,RAJNEESH ORGANISATION,1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,10 Sep 2020,2020-09-10,Withheld pending adv,2020
32537407,C2523,90/7129 PART 2,RAJNEESH ORGANISATION,1970 - 1990,1970-01-01,1990-01-01,Canberra,Closed,10 Sep 2020,2020-09-10,Withheld pending adv,2020
32537408,C2523,90/7129 PART 3,RAJNEESH ORGANISATION,1978 - 1990,1978-01-01,1990-01-01,Canberra,Closed,10 Sep 2020,2020-09-10,Withheld pending adv,2020
32537983,D174,A5877/89/1,OVERALL POLICY AND AGREEMENTS ASSOCIATED WITH CQ941 TRIALS,1971 - 1974,1971-01-01,1974-01-01,Adelaide,Closed,21 Sep 2020,2020-09-21,Withheld pending adv,2020
32537990,D174,A6074/64/2 PART 1,IMPACT AND FLIGHT SAFETY FOR CQ941 ( FALSTAFF ) - SAFETY ASPECTS,1973 - 1978,1973-01-01,1978-01-01,Adelaide,Closed,26 Oct 2020,2020-10-26,Withheld pending adv,2020
32537993,D174,A6074/64/4 PART 2,FIRING CIRCUITS FOR PROJECT C0941 ( FALSTAFF ) - SAFETY ASPECTS,1974 - 1978,1974-01-01,1978-01-01,Canberra,Closed,26 Oct 2020,2020-10-26,Withheld pending adv,2020
32537996,D174,T6203/2/10,APPLICATION OF TRACKING RADARS TO CQ941 - 'FALSTAFF PROJECT',1974 - 1979,1974-01-01,1979-01-01,Adelaide,Closed,19 Oct 2020,2020-10-19,Withheld pending adv,2020
32538002,D174,F6208/15/1,PLANNING OF SECURITY FOR CQ941 ( FALSTAFF ) TRIALS.,1974 - 1979,1974-01-01,1979-01-01,Adelaide,Closed,26 Oct 2020,2020-10-26,Withheld pending adv,2020
32538018,D3130,WRE/TN/1507,"WRE- TECHNICAL NOTE 1507 ( WR&D ) - DESIGN OF THE CQ941 'ACORN' MODEL FOR HYPERSONIC FREE-FLIGHT TESTS ( HW EVANS, DP WINSOR AND N TINDAL )",1975 - 1975,1975-01-01,1975-01-01,Adelaide,Closed,23 Sep 2020,2020-09-23,Withheld pending adv,2020
32538034,D174,A6074/64/1 PART 3,MATTERS ASSOCIATED WITH PROJECT C0941 ( FALSTAFF ) GENERALLY - SAFETY ASPECTS,1974 - 1976,1974-01-01,1976-01-01,Adelaide,Closed,19 Oct 2020,2020-10-19,Withheld pending adv,2020
33067114,B2458,2818287,"Anthony, Daniel John [also served under number 8266574]",2000 - 2010,2000-01-01,2010-01-01,Melbourne,Closed,30 Nov 2020,2020-11-30,Closed period,2020
33075014,D454,RAYNES DONALD,Donald Raynes - Woomera Hospital OPD record - US Air Force (USAF),1984 - 1992,1984-01-01,1992-01-01,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075046,D454,BLAND VICKI VOLUME TWO,BLAND Vicki - Woomera Hospital - OPD Record,17 Aug 1990 - 26 Jun 1993,1990-08-17,1993-06-26,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075047,D454,BLAND VICKI VOLUME ONE,BLAND Vicki - Woomera Hospital - OPD Record,09 Jun 1970 - 13 Dec 1991,1970-06-09,1991-12-13,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075049,D454,BLAND HELEN,BLAND Helen - Woomera Hospital - OPD Record,21 Oct 1969 - 15 Jul 1988,1969-10-21,1988-07-15,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075050,D454,BLAND RODNEY,BLAND Rodney - Woomera Hospital - OPD record,01 Oct 1969 - 18 May 1993,1969-10-01,1993-05-18,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075051,D454,BLAND EDWARD PAUL,BLAND Edward Paul - Woomera Hospital - OPD record,30 Sep 1969 - 28 Aug 1992,1969-09-30,1992-08-28,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075052,D455,BLAND RODNEY,BLAND Rodney - WRE Hospital Woomera - Case Record,04 Feb 1979 - 09 Aug 1992,1979-02-04,1992-08-09,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075053,D455,BLAND HELEN,BLAND Helen - WRE Hospital Woomera - Case Record,1966 - 1971,1966-01-01,1971-01-01,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33075054,D455,BLAND KAYLENE,BLAND Kaylene - DSC Hospital Woomera - Case Record,1984 - 1988,1984-01-01,1988-01-01,Adelaide,Closed,04 Sep 2020,2020-09-04,33(1)(g),2020
33170073,C4384,66/70.1,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 1 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170074,C4384,66/70.2,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170075,C4384,66/70.3,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170076,C4384,66/70.4,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170077,C4384,66/70.5,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 5 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g)|MAKE YOUR SELECTION,2020
33170078,C4384,66/70.6,TITLE: Film 45 - letter containing opium - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 6 of 6 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170079,C4384,66/71.1,TITLE: Film 48 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 1 of 3 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170080,C4384,66/71.2,TITLE: Film 48 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 3 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170081,C4384,66/71.3,TITLE: Film 48 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 3 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170082,C4384,66/72.1,TITLE: Film 49 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 1 of 5 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170083,C4384,66/72.2,TITLE: Film 49 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 5 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170084,C4384,66/72.3,TITLE: Film 49 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 5 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170085,C4384,66/72.4,TITLE: Film 49 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 5 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170086,C4384,66/72.5,TITLE: Film 49 - suspects - [names withheld] - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 5 of 5 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170148,C4384,66/75.2,TITLE: Film 54 - ship GOLDEN WONDER - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 13 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170205,C4384,66/79.12,TITLE: Film 58 - ship GOLDEN SPRING - 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 12 of 22 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170220,C4384,66/81.2,TITLE: P E Beusel - p/officer [primary officer] - film file - 10 January 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 4 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170221,C4384,66/81.3,TITLE: P E Beusel - p/officer [primary officer] - film file - 10 January 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 4 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170260,C4384,66/85.1,TITLE: Film 64 - ship CHILEAN NIRATE - 1 June 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 1 of 10 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170262,C4384,66/85.3,TITLE: Film 64 - ship CHILEAN NIRATE - 1 June 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 10 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170263,C4384,66/85.4,TITLE: Film 64 - ship CHILEAN NIRATE - 1 June 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 10 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33170461,C4384,66/97.3,TITLE: Baggage - ex AUSTRALIS - [name withheld] - 20 December 1966 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 13 STATUS: preservation material,1966 - 1966,1966-01-01,1966-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
33286533,C4384,55/4/4.1,TITLE: Customs house offices - including postal control - training rooms - Customs boarding officers training room - c 1955 - note display cabinets to right and the ashtrays CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 7 STATUS: preservation material,1955 - 1955,1955-01-01,1955-01-01,Sydney,Closed,17 Dec 2020,2020-12-17,33(1)(g),2020
