identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year,current_status,current_barcode,current_decision_date
3281174,A816,14/301/502,Defence policy and global strategy - co-ordination of planning between the ANZAM and Pacific Regions - file number 3,1952 - 1956,1952-01-01,1956-01-01,Canberra,Closed,18 Nov 2015,2015-11-18,Withheld pending adv,2019,Open,,2020-01-15
3338416,A1838,1495/3/2/1 PART 27,Australian interests - Legal position and administration - General policy [ratification Antarctic Treaty and Treaty Bill],1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,04 Oct 2016,2016-10-04,Withheld pending adv,2019,Open with exception,,2020-10-22
3338472,A1838,1558/1/44 PART 7,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1972 - 1973,1972-01-01,1973-01-01,Canberra,Closed,07 Oct 2016,2016-10-07,Withheld pending adv,2019,Open with exception,,2020-02-05
3338473,A1838,1558/1/44 PART 8,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,07 Oct 2016,2016-10-07,Withheld pending adv,2019,Open,,2020-01-15
3338474,A1838,1558/1/44 PART 9,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,07 Dec 2015,2015-12-07,Withheld pending adv,2019,Open with exception,,2020-01-22
3338476,A1838,1558/1/44 PART 11,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,10 Dec 2015,2015-12-10,Withheld pending adv,2019,Open,,2020-06-22
3338478,A1838,1558/1/44 PART 13,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1972 - 1973,1972-01-01,1973-01-01,Canberra,Closed,05 Apr 2016,2016-04-05,Withheld pending adv,2019,Open,,2020-01-08
3338479,A1838,1558/1/44 PART 18,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,18 Oct 2016,2016-10-18,Withheld pending adv,2019,Open with exception,,2020-06-10
3338484,A1838,1558/1/44 PART 22,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,12 Oct 2016,2016-10-12,Withheld pending adv,2019,Open with exception,,2020-06-22
3338485,A1838,1558/1/44 PART 23,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,13 Oct 2016,2016-10-13,Withheld pending adv,2019,Open,,2020-06-23
3338486,A1838,1558/1/44 PART 24,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,06 Sep 2016,2016-09-06,Withheld pending adv,2019,Open with exception,,2020-04-20
3338487,A1838,1558/1/44 PART 25,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,31 Aug 2016,2016-08-31,Withheld pending adv,2019,Open with exception,,2020-02-05
3338488,A1838,1558/1/44 PART 26,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,26 Oct 2016,2016-10-26,Withheld pending adv,2019,Open,,2020-05-19
3338489,A1838,1558/1/44 PART 27,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,07 Oct 2016,2016-10-07,Withheld pending adv,2019,Open with exception,,2020-10-28
3338493,A1838,1558/1/44 PART 30,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,19 Apr 2016,2016-04-19,Withheld pending adv,2019,Open with exception,,2020-09-14
3338495,A1838,1558/1/44 PART 31,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,22 Aug 2016,2016-08-22,Withheld pending adv,2019,Open,,2020-01-14
3338496,A1838,1558/1/44 PART 32,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,24 Aug 2016,2016-08-24,Withheld pending adv,2019,Open with exception,,2020-01-15
3338499,A1838,1558/1/44 PART 35,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,16 May 2016,2016-05-16,Withheld pending adv,2019,Open with exception,,2020-09-16
3338500,A1838,1558/1/44 PART 36,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,04 Oct 2016,2016-10-04,Withheld pending adv,2019,Open with exception,,2020-09-10
3338501,A1838,1558/1/44 PART 37,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1972 - 1973,1972-01-01,1973-01-01,Canberra,Closed,06 May 2015,2015-05-06,Withheld pending adv,2019,Open,,2020-10-07
3338502,A1838,1558/1/44 PART 38,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,14 Sep 2016,2016-09-14,Withheld pending adv,2019,Open with exception,,2020-04-20
3338518,A1838,1558/1/44 PART 45,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,24 Aug 2016,2016-08-24,Withheld pending adv,2019,Open with exception,,2020-08-26
3338520,A1838,1558/1/44 PART 46,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,29 Aug 2016,2016-08-29,Withheld pending adv,2019,Open with exception,,2020-09-10
3338522,A1838,1558/1/44 PART 48,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,17 Oct 2016,2016-10-17,Withheld pending adv,2019,Open,,2020-10-27
3338524,A1838,1558/1/44 PART 49,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1974,1973-01-01,1974-01-01,Canberra,Closed,05 Apr 2016,2016-04-05,Withheld pending adv,2019,Open with exception,,2020-09-14
3338529,A1838,1558/1/44 PART 50,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,10 Dec 2015,2015-12-10,Withheld pending adv,2019,Open,,2020-01-23
3338530,A1838,1558/1/44 PART 51,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,10 Dec 2015,2015-12-10,Withheld pending adv,2019,Open,,2020-01-07
3338533,A1838,1558/1/44 PART 54,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,23 Dec 2015,2015-12-23,Withheld pending adv,2019,Open with exception,,2020-05-14
3338534,A1838,1558/1/44 PART 55,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1973 - 1974,1973-01-01,1974-01-01,Canberra,Closed,23 Dec 2015,2015-12-23,Withheld pending adv,2019,Open with exception,,2020-01-29
3338542,A1838,1558/1/44 ANNEX,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1974 - 1976,1974-01-01,1976-01-01,Canberra,Closed,27 Nov 2015,2015-11-27,Withheld pending adv,2019,Open with exception,,2020-02-06
3341195,A1838,1634/70/2 PART 32,Australian immigration policy - Refugees from South Vietnam - Political refugees - General,1978 - 1978,1978-01-01,1978-01-01,Canberra,Closed,04 Dec 2019,2019-12-04,Withheld pending adv,2019,Open,,2020-10-07
3341199,A1838,1634/70/2 PART 36,Australian immigration policy - Refugees from South Vietnam - Political refugees - Policy,1978 - 1978,1978-01-01,1978-01-01,Canberra,Closed,05 Dec 2019,2019-12-05,Withheld pending adv,2019,Open,,2020-06-03
3341202,A1838,1634/70/2 PART 39,Australian immigration policy - Relations with other countries - Refugees from South Vietnam - Political refugees - Policy,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,07 Nov 2019,2019-11-07,Withheld pending adv,2019,Open with exception,,2020-06-12
3341205,A1838,1634/70/2 PART 40,Australian immigration policy - Relations with other countries - Refugees from South Vietnam - Political refugees - Policy,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,04 Dec 2019,2019-12-04,Withheld pending adv,2019,Open with exception,,2020-08-05
3341207,A1838,1634/70/2 PART 41,Australian immigration policy - Relations with other countries - Refugees from South Vietnam - Political refugees - Policy,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,04 Nov 2019,2019-11-04,Withheld pending adv,2019,Open with exception,,2020-08-05
3352281,A1838,1500/1/3/28 PART 2,Diplomatic representatives in Australia - USSR [Union of Soviet Socialist Republics] - Re establishment of diplomatic missions with Soviet Union,1968 - 1975,1968-01-01,1975-01-01,Canberra,Closed,15 Jul 2010,2010-07-15,Withheld pending adv,2019,Open with exception,,2020-07-29
3352642,A1838,1500/1/24/2/2 PART 14,Diplomatic representatives in Australia - Protection of diplomatic and consular premises - Yugoslavia,1971 - 1976,1971-01-01,1976-01-01,Canberra,Closed,11 Dec 2019,2019-12-11,Withheld pending adv,2019,Open,,2020-09-21
3544411,A452,1964/5356,Proposed visit to Papua and New Guinea by Officers of the Joint Intelligence Bureau [Classified file] [3cm],1964 - 1964,1964-01-01,1964-01-01,Canberra,Closed,22 Nov 2017,2017-11-22,Withheld pending adv,2019,Not yet examined,,2020-11-02
3903928,MT905/2,MCINTYRE R S,"McIntyre, Robert Stanislaus [RANVR (Royal Australian Navy Volunteer Reserve)]",1941 - 1945,1941-01-01,1945-01-01,Melbourne,Closed,24 Feb 2000,2000-02-24,33(1)(g),2019,Open,,2020-02-26
4142296,A432,1969/3072 ATTACHMENT 1,W.G. Burchett,1953 - 1954,1953-01-01,1954-01-01,Canberra,Closed,08 Dec 2011,2011-12-08,33(1)(a)|33(1)(b)|Withheld pending adv,2019,Not yet examined,,2020-02-13
4197965,A11604,400/2/1A,"Jakarta - President Sukarno's tours, speeches, etc",1956 - 1957,1956-01-01,1957-01-01,Canberra,Closed,18 Jul 2019,2019-07-18,Withheld pending adv,2019,Open,,2020-09-02
4209201,A4359,221/4/1,[Jakarta] - Supply of arms to Indonesia,1958 - 1962,1958-01-01,1962-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-04
4209620,A10463,901/3/1/3 PART 2,Jakarta - ASEAN [Association of South East Asian Nations] - Economic and political co-operation with third countries,1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,11 Sep 2019,2019-09-11,Withheld pending adv,2019,Open with exception,,2020-09-16
4209622,A10463,901/3/1/3 PART 4,Jakarta - ASEAN [Association of South East Asian Nations] - Economic and political co-operation with third countries,1977 - 1978,1977-01-01,1978-01-01,Canberra,Closed,13 Aug 2019,2019-08-13,Withheld pending adv,2019,Open with exception,,2020-09-10
4209623,A10463,901/3/1/3 PART 5,Jakarta - ASEAN [Association of South East Asian Nations] - Economic and political co-operation with third countries,1978 - 1978,1978-01-01,1978-01-01,Canberra,Closed,13 Aug 2019,2019-08-13,Withheld pending adv,2019,Open with exception,,2020-09-14
4209624,A10463,901/3/1/3 PART 6,Jakarta - ASEAN [Association of South East Asian Nations] - Economic and political co-operation with third countries,1978 - 1979,1978-01-01,1979-01-01,Canberra,Closed,13 Aug 2019,2019-08-13,Withheld pending adv,2019,Open,,2020-10-07
4209628,A10463,901/3/1/5 PART 1,Jakarta - ASEAN [Association of South East Asian Nations] - Relations with communist countries,1976 - 1977,1976-01-01,1977-01-01,Canberra,Closed,15 Aug 2019,2019-08-15,Withheld pending adv,2019,Open,,2020-09-21
4213308,A11604,403/1 PART 2,[Jakarta] - Indonesia - Political developments,1958 - 1958,1958-01-01,1958-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-04
4213309,A11604,403/1 PART 3,[Jakarta - Indonesia] Political developments,1959 - 1960,1959-01-01,1960-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-04
4220061,A11604,601/4/7A,[Jakarta] - SEATO [South East Asia Treaty Organisation],1956 - 1959,1956-01-01,1959-01-01,Canberra,Closed,25 Sep 2019,2019-09-25,Withheld pending adv,2019,Open with exception,,2020-10-13
4227034,A10463,801/1/2 PART 2,Jakarta - Soeharto's speeches,1971 - 1977,1971-01-01,1977-01-01,Canberra,Closed,18 Mar 2014,2014-03-18,Withheld pending adv,2019,Open with exception,,2020-08-10
4440931,A12396,9,"Royal Commission on Intelligence and Security - Inventory of Records -  Part 15 (Contents of HB6, HP Collections and HR) and Part 16 (Indexes)",1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,31 Oct 2011,2011-10-31,Withheld pending adv,2019,Open with exception,,2020-08-04
4725195,A12389,D30,Joint Intelligence Organization Third Annual Report,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,27 Jul 2016,2016-07-27,Withheld pending adv,2019,Open with exception,,2020-04-20
4725196,A12389,D31,Defence Committee Minute re Joint Intelligence Organization Third Annual Report,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,27 Jul 2016,2016-07-27,Withheld pending adv,2019,Open with exception,,2020-03-06
4725199,A12389,D35,Exchange of Information between [portion of title exempt] and Joint Intelligence Organization,1974 - 1974,1974-01-01,1974-01-01,Canberra,Closed,27 Jul 2016,2016-07-27,Withheld pending adv,2019,Open with exception,,2020-10-06
4725815,A12385,AI/1,Boyle Mr Michael Dorrington Correspondence,1972 - 1975,1972-01-01,1975-01-01,Canberra,Closed,07 Feb 2017,2017-02-07,33(1)(a)|Withheld pending adv,2019,Open with exception,,2020-02-10
4727002,A12385,SAI/12,[portion of title exempt] - Correspondence,1975 - 1976,1975-01-01,1976-01-01,Canberra,Closed,19 Apr 2010,2010-04-19,Withheld pending adv,2019,Open with exception,,2020-06-11
4727202,A12386,EO/3/7,Overseas visit - Hong Kong - September October 1975,1975 - 1975,1975-01-01,1975-01-01,Canberra,Closed,07 May 2012,2012-05-07,Withheld pending adv,2019,Open with exception,,2020-06-25
4727818,A12396,1,Royal Commission on Intelligence and Security -  Inventory of Records - Part 0 (Introduction to the Inventory); Part 1 (Introduction to the Records Part 1 - How the records were created); and Part 2 (Introduction to the Records Part 2 - Outline of the Final Record Structure),1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,31 Oct 2011,2011-10-31,Withheld pending adv,2019,Open with exception,,2020-07-01
4727822,A12396,5,Royal Commission on Intelligence and Security - Inventory of Records -  Part 8 (Details of series HF3); Part 9 (Details of series HF4);  and Part 10 (Details of series HF5),1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,31 Oct 2011,2011-10-31,Withheld pending adv,2019,Open with exception,,2020-03-17
5036144,A6980,S250032,Security screening - China,1952 - 1986,1952-01-01,1986-01-01,Canberra,Closed,21 Feb 2011,2011-02-21,Closed period|Withheld pending adv,2019,Open with exception,,2020-10-13
5241110,A9300,THRUM R F,THRUM RICHARD FREDERICK : Service Number - O39409 408665 : Date of Birth - 5 Oct 1919 : Place of Birth - BENDIGO VIC : Place of Enlistment - MELBOURNE VIC : Next of Kin - THRUM FREDERICK,1939 - 1948,1939-01-01,1948-01-01,Canberra,Closed,18 Feb 2016,2016-02-18,33(1)(g),2019,Open,,2020-07-27
5242604,M4443,77,Correspondence – subject – Tibet,Jan 1993 - Jan 1994,1993-01-01,1994-01-01,Canberra,Closed,23 Mar 2018,2018-03-23,Non Cwlth-no appeal,2019,Not yet examined,,2020-09-17
5450517,M4081,6/2 PART 1,International - Antarctica - Report on legal aspects of Australian claims by E Lauterpacht,16 May 1977 - 16 May 1977,1977-05-16,1977-05-16,Canberra,Closed,12 Apr 2011,2011-04-12,Withheld pending adv,2019,Open with exception,,2020-10-14
5450518,M4081,6/2 PART 2,International - Antarctica - Report on legal aspects of Australian claims by E Lauterpacht,16 May 1977 - 16 May 1977,1977-05-16,1977-05-16,Canberra,Closed,12 Apr 2011,2011-04-12,Withheld pending adv,2019,Open with exception,,2020-09-29
5491042,A12174,B97/000011,Australian-India Senior Officials Talks Disarmament and Regional Security Issues Brief Canberra 13 May 1997,13 May 1997 - May 1997,1997-05-13,1997-05-01,Canberra,Closed,16 Sep 2019,2019-09-16,Withheld pending adv,2019,Open,,2020-05-22
5507530,A750,1993/309,Review of Archives Act by joint statutory committee on ASIO pt7,01 Jan 1992 - 15 Aug 2001,1992-01-01,2001-08-15,Canberra,Closed,09 Feb 2018,2018-02-09,Withheld pending adv,2019,Open with exception,,2020-07-06
5823682,A8447,25/1958,Evacuation from Indonesia,1958 - 1958,1958-01-01,1958-01-01,Canberra,Closed,16 Nov 2017,2017-11-16,Withheld pending adv,2019,Not yet examined,,2020-10-30
5828367,A2031,57/1956,Brief for South East Asian Trade Organization Ad Hoc Staff Planners and Intelligence Sub-Committee Meeting at Pearl Harbour 19 March 1956,1956 - 1956,1956-01-01,1956-01-01,Canberra,Closed,17 Nov 2015,2015-11-17,Withheld pending adv,2019,Open,,2020-06-17
5843903,A2539,B1988/126,"Record of the visit to Papua New Guinea, Nauru, Solomon Islands and New Caledonia by Senator the Honourable Gareth Evans, QC Minister for Foreign Affairs and Trade",1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,06 Apr 2017,2017-04-06,Withheld pending adv,2019,Open,,2020-10-06
5845469,A2539,B1984/241,ANZUS Council 33rd Meeting - Brief for Australian Delegation - Wellington July 1984,1984 - 1984,1984-01-01,1984-01-01,Canberra,Closed,03 Dec 2013,2013-12-03,Withheld pending adv,2019,Open with exception,,2020-01-15
6920807,A7942,N94 PART 2,Non-proliferation treaty,1968 - 1968,1968-01-01,1968-01-01,Canberra,Closed,19 Jun 2015,2015-06-19,Withheld pending adv,2019,Open,,2020-06-23
6930198,A7452,A127 PART 2,Royal Commission into Intelligence and Security [RCIS] - third report,1976 - 1977,1976-01-01,1977-01-01,Canberra,Closed,05 Oct 2012,2012-10-05,33(1)(a)|Withheld pending adv,2019,Not yet examined,,2020-02-12
6930256,A7452,A185 PART 1,Arab terrorist activities,1973 - 1976,1973-01-01,1976-01-01,Canberra,Closed,14 Feb 2013,2013-02-14,33(1)(a)|Withheld pending adv,2019,Open with exception,,2020-06-15
6930282,A7452,A240,Defamation actions by ONA officers,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,10 Jul 2012,2012-07-10,Withheld pending adv,2019,Not yet examined,,2020-11-27
6930298,A7452,A256,Second secretary Soviet Embassy - allegations of KGB connections [Portion of title exempt],1982 - 1984,1982-01-01,1984-01-01,Canberra,Closed,09 Jul 2012,2012-07-09,Withheld pending adv,2019,Not yet examined,,2020-11-05
6930308,A7452,A269,Falklands crisis - intelligence arrangements,1982 - 1984,1982-01-01,1984-01-01,Canberra,Closed,16 Jul 2012,2012-07-16,Withheld pending adv,2019,Not yet examined,,2020-11-27
