title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 18 of 26 STATUS: preservation material",33287027,C4384,65/33.18,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:05.729038+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 19 of 26 STATUS: preservation material",33287028,C4384,65/33.19,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:06.985659+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 20 of 26 STATUS: preservation material",33287029,C4384,65/33.20,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:08.146695+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 21 of 26 STATUS: preservation material",33287030,C4384,65/33.21,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:09.121353+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 22 of 26 STATUS: preservation material",33287031,C4384,65/33.22,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:10.073665+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 23 of 26 STATUS: preservation material",33287032,C4384,65/33.23,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:11.077605+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 24 of 26 STATUS: preservation material",33287033,C4384,65/33.24,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:12.092214+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 25 of 26 STATUS: preservation material",33287034,C4384,65/33.25,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:13.109322+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
"TITLE: Film 34 - opium den - 13 Mary St, Surry Hills - 16 September 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 26 of 26 STATUS: preservation material",33287035,C4384,65/33.26,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:14.194950+11:00,1965 - 1965,1965,1965,28 May 2021,2021-05-28,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 24 STATUS: preservation material,33287148,C4384,65/41.4,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:15.197269+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 7 of 24 STATUS: preservation material,33287151,C4384,65/41.7,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:16.192125+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 8 of 24 STATUS: preservation material,33287152,C4384,65/41.8,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:17.191926+11:00,1965 - 1965,1965,1965,11 Dec 2020,2020-12-11,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 9 of 24 STATUS: preservation material,33287153,C4384,65/41.9,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:18.221624+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 14 of 24 STATUS: preservation material,33287158,C4384,65/41.14,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:19.219769+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 15 of 24 STATUS: preservation material,33287159,C4384,65/41.15,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:20.240516+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 16 of 24 STATUS: preservation material,33287160,C4384,65/41.16,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:21.257101+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 17 of 24 STATUS: preservation material,33287161,C4384,65/41.17,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:22.893377+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 18 of 24 STATUS: preservation material,33287162,C4384,65/41.18,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:23.873393+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 19 of 24 STATUS: preservation material,33287163,C4384,65/41.19,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:27.838210+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 20 of 24 STATUS: preservation material,33287164,C4384,65/41.20,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:28.888333+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 21 of 24 STATUS: preservation material,33287165,C4384,65/41.21,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:29.864543+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 22 of 24 STATUS: preservation material,33287166,C4384,65/41.22,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:30.899905+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 23 of 24 STATUS: preservation material,33287167,C4384,65/41.23,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:32.253034+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 42 - ship GEORGE ANSON - suspect [name withheld] - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 24 of 24 STATUS: preservation material,33287168,C4384,65/41.24,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:33.253123+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 1 of 39 STATUS: preservation material,33287169,C4384,65/42.1,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:34.244958+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 2 of 39 STATUS: preservation material,33287170,C4384,65/42.2,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:35.263235+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 3 of 39 STATUS: preservation material,33287171,C4384,65/42.3,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:36.292447+11:00,1965 - 1965,1965,1965,17 Dec 2020,2020-12-17,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 4 of 39 STATUS: preservation material,33287172,C4384,65/42.4,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:37.303352+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 5 of 39 STATUS: preservation material,33287173,C4384,65/42.5,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:40.582272+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 6 of 39 STATUS: preservation material,33287174,C4384,65/42.6,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:41.646880+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 7 of 39 STATUS: preservation material,33287175,C4384,65/42.7,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:42.700184+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 8 of 39 STATUS: preservation material,33287176,C4384,65/42.8,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:43.713788+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 9 of 39 STATUS: preservation material,33287177,C4384,65/42.9,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:44.792190+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 10 of 39 STATUS: preservation material,33287178,C4384,65/42.10,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:45.876360+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 11 of 39 STATUS: preservation material,33287179,C4384,65/42.11,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:47.799253+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 12 of 39 STATUS: preservation material,33287180,C4384,65/42.12,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:48.940959+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 13 of 39 STATUS: preservation material,33287181,C4384,65/42.13,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:49.956445+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 14 of 39 STATUS: preservation material,33287182,C4384,65/42.14,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:51.092649+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 15 of 39 STATUS: preservation material,33287183,C4384,65/42.15,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:55.541663+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 16 of 39 STATUS: preservation material,33287184,C4384,65/42.16,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:56.574203+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 17 of 39 STATUS: preservation material,33287185,C4384,65/42.17,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:57.624523+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 18 of 39 STATUS: preservation material,33287186,C4384,65/42.18,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:58.589897+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 19 of 39 STATUS: preservation material,33287187,C4384,65/42.19,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:38:59.556147+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 20 of 39 STATUS: preservation material,33287188,C4384,65/42.20,False,0,Closed,"['33(1)(g)', 'MAKE YOUR SELECTION']",Sydney,2022-01-01T17:39:00.619991+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,"['33(1)(g)', 'MAKE YOUR SELECTION']"
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 21 of 39 STATUS: preservation material,33287189,C4384,65/42.21,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:01.629397+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 22 of 39 STATUS: preservation material,33287190,C4384,65/42.22,False,0,Closed,['MAKE YOUR SELECTION'],Sydney,2022-01-01T17:39:02.662969+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['MAKE YOUR SELECTION']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 23 of 39 STATUS: preservation material,33287191,C4384,65/42.23,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:03.757397+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 24 of 39 STATUS: preservation material,33287192,C4384,65/42.24,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:04.715894+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 25 of 39 STATUS: preservation material,33287193,C4384,65/42.25,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:05.659942+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 26 of 39 STATUS: preservation material,33287194,C4384,65/42.26,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:06.730421+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 27 of 39 STATUS: preservation material,33287195,C4384,65/42.27,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:07.843100+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 28 of 39 STATUS: preservation material,33287196,C4384,65/42.28,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:08.818593+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 29 of 39 STATUS: preservation material,33287197,C4384,65/42.29,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:09.876667+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 30 of 39 STATUS: preservation material,33287198,C4384,65/42.30,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:10.893328+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 31 of 39 STATUS: preservation material,33287199,C4384,65/42.31,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:11.880576+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 32 of 39 STATUS: preservation material,33287200,C4384,65/42.32,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:12.893169+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 33 of 39 STATUS: preservation material,33287201,C4384,65/42.33,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:13.957483+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 34 of 39 STATUS: preservation material,33287202,C4384,65/42.34,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:14.951821+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 35 of 39 STATUS: preservation material,33287203,C4384,65/42.35,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:18.951793+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 36 of 39 STATUS: preservation material,33287204,C4384,65/42.36,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:19.972189+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 37 of 39 STATUS: preservation material,33287205,C4384,65/42.37,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:21.007564+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 38 of 39 STATUS: preservation material,33287206,C4384,65/42.38,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:21.980402+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
TITLE: Film 44 - ship TJINEGARA - 1965 CATEGORY: photograph FORMAT: b&w negative QUANTITY: 39 of 39 STATUS: preservation material,33287207,C4384,65/42.39,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:22.983065+11:00,1965 - 1965,1965,1965,15 Dec 2020,2020-12-15,['33(1)(g)']
"[LILLEY Glenn Douglas (Sergeant) : Service Number - 180799 : Unit - Army Apprentices School Bonegilla, Australian Military Forces : Date of Court Martial - 13 November 1990]",60153891,A471,94202 PART A,False,0,Closed,['33(1)(d)(g)(j)'],Canberra,2022-01-01T17:39:24.789911+11:00,1990 - 1990,1990,1990,04 May 2016,2016-05-04,"['33(1)(d)', '33(1)(g)', '33(1)(j)']"
"[LILLEY Glenn Douglas (Sergeant) : Service Number - 180799 : Unit - Army Apprentices School Bonegilla, Australian Military Forces : Date of Court Martial - 13 November 1990]",60153892,A471,94202 PART B,False,0,Closed,['33(1)(d)(g)(j)'],Canberra,2022-01-01T17:39:26.563908+11:00,1990 - 1990,1990,1990,18 Apr 2016,2016-04-18,"['33(1)(d)', '33(1)(g)', '33(1)(j)']"
Australia's relations with Cambodia-Grunk,60153915,A10028,252/4/5/4 PART 3,False,0,Closed,[],Canberra,2022-01-01T17:39:27.573023+11:00,1973 - 1974,1973,1974,13 Nov 2019,2019-11-13,[]
New Chancery Project - Liaison with DSB on behalf of OPO (preparatory arrangements],60153941,A10028,515/17/8 PART 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:28.575173+11:00,1985 - 1987,1985,1987,10 Sep 2018,2018-09-10,['Withheld pending adv']
"ASCHNER [Elisabeth], Mrs born 13 October 1916 [box 5719]",60160448,P1183,9/135 ASCHNER,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T17:39:29.625440+11:00,1972 - 1972,1972,1972,14 May 2009,2009-05-14,['33(1)(g)']
"Parliament House - miscellaneous - [including correspondence on various feautures of the new Parliament House, eg donation of the statue of the Queen Elizabeth II by the Order of Australia Association, incorporation of the London Blitz relics in the new building, also includes promotional brochure of the House, certificate commemorating Margaret Reid's visit to the site, 21 October 1981, signed programme of the ceremony to mark the first pouring of concrete on the site, 12 November 1981]",60163701,M4771,2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:30.707682+11:00,1981 - 1987,1981,1987,18 Mar 2021,2021-03-18,['Withheld pending adv']
Cabinet Paper No 328 : [portion of title exempt] -  Minister responsible : Mr Peacock (Foreign Affairs) - presented at Cabinet Meeting 3 May 1978 - Decision No 5230(Ad Hoc) - File No LC235,60166243,A12933,328,False,0,Closed,"['33(1)(a)', '33(1)(c)']",Canberra,2022-01-01T17:39:31.754288+11:00,02 May 1978 - 03 May 1978,1978-05-02,1978-05-03,24 Dec 2008,2008-12-24,"['33(1)(a)', '33(1)(c)']"
Cabinet Minute (Intelligence and Security Committee) - Decision No 7666(IS) - [Title exempt],60166782,A13075,7666/IS,False,0,Closed,['33(1)(a)'],Canberra,2022-01-01T17:39:32.768568+11:00,22 Feb 1979 - 22 Feb 1979,1979-02-22,1979-02-22,22 Dec 2009,2009-12-22,['33(1)(a)']
Correspondence,60169090,M4797,15,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:33.774783+11:00,03 Sep 1979 - 24 Dec 1979,1979-09-03,1979-12-24,10 Oct 2013,2013-10-10,['Withheld pending adv']
Correspondence,60169091,M4797,16,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:34.724069+11:00,03 Jan 1980 - 31 May 1980,1980-01-03,1980-05-31,11 Oct 2013,2013-10-11,['Withheld pending adv']
Correspondence,60169093,M4797,18,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:35.688438+11:00,01 Aug 1980 - 30 Oct 1980,1980-08-01,1980-10-30,10 Oct 2013,2013-10-10,['Withheld pending adv']
(1) Law of the Sea conference 1974 [articles and papers],60169626,M4835,47,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:37.223227+11:00,1974 - 1974,1974,1974,07 Jul 2016,2016-07-07,['Withheld pending adv']
Papua New Guinea police [includes documents relating to internal security and defence],60169661,M4835,82,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:38.423575+11:00,1973 - 1973,1973,1973,31 Mar 2017,2017-03-31,['Withheld pending adv']
Law of the Sea [including papers relating to the third United Nations conference on the Law of the Sea],60169686,M4835,107,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:39.394583+11:00,1971 - 1973,1971,1973,07 Jul 2016,2016-07-07,['Withheld pending adv']
"[Defence, foreign relations and trade in Papua New Guinea]",60169698,M4835,119,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:40.441633+11:00,1974 - 1974,1974,1974,07 Feb 2017,2017-02-07,['Withheld pending adv']
Constitutional [including visit to the Cocos (Keeling) Islands by Minister for External Territories],60169750,M4835,171,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:44.571377+11:00,1971 - 1973,1971,1973,19 Mar 2021,2021-03-19,['Withheld pending adv']
Taxation and income support - policy formulation - North West shelf expansion project - taxation,60203562,A9489,2000/7331,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:45.528853+11:00,01 Jan 1999 - 31 Dec 2000,1999-01-01,2000-12-31,17 Mar 2021,2021-03-17,['Withheld pending adv']
Excise national office - concessions for united nations East Timor missions,60203739,A13948,1999/15947,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:46.525392+11:00,01 Jan 1999 - 31 Dec 2000,1999-01-01,2000-12-31,17 Mar 2021,2021-03-17,['Withheld pending adv']
Medicare levy low income thresholds and other thresholds and rebates subject to indexation east Timor,60203747,A13948,1999/16940,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:47.546044+11:00,01 Jan 1999 - 31 Dec 2000,1999-01-01,2000-12-31,11 Feb 2021,2021-02-11,['Withheld pending adv']
New Chancery site - Brief for Consultants (including correspondence and comments),60206796,A10028,515/17/4 PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T17:39:48.545197+11:00,1982 - 1982,1982,1982,10 Sep 2018,2018-09-10,['Withheld pending adv']
