identifier,series,control_symbol,title,series_title,contents_date_str,contents_start_date,contents_end_date,access_status,access_decision_date,reasons
69341,A432,1932/265,"Customs Security, Liquidation of Principal Subscriber, a Company. Position of Principal Subscriber and Surety.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1977-10-06 00:00:00,Pre Access Recorder
69343,A432,1932/270,"Whether memorandum of Lease under the Real Property Act, 1886, of S.A. is liable to stamp Duty under Stamp Duty Ord. 1917-29 and if so under what heading","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1977-10-06 00:00:00,Pre Access Recorder
69347,A432,1932/284,Repatriation Act - Case of E.J. Hill,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1931 - 1932,1931-01-01,1932-01-01,Closed,1977-10-06 00:00:00,Pre Access Recorder
69358,A432,1932/315,FCT [Federal Capital Territory]. Whether C'Wealth is liable to pay compensation to a person for injuries sustained through falling over a hoop fenced to protect a lawn at Kingston.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1977-10-06 00:00:00,Pre Access Recorder
69364,A432,1932/326,Reduction of Rents Act 1931 W.A. Premises held under lease by C'Wealth Leases entered into after Commencement of Act. Rent reducted by agreement. Reduction less than that provided by Act. How leases should be dealt with,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1977-10-06 00:00:00,Pre Access Recorder
69370,A432,1932/336,Whether Commonwealth can legally refuse to grant the right to prospect for minerals on Defence Reserves.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-08 00:00:00,Pre Access Recorder
69375,A432,1932/345,"Case of Win McAuliff, Brisbane. Proposed Electoral Prosecution.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-09 00:00:00,Pre Access Recorder
69376,A432,1932/346,Wiluna Gold Mines Ltd. - Sales Tax Assessment Act (No.5) 1930 - whether taxpayer may have question of liability to pay tax referred to Board of Review for determination,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-09 00:00:00,Pre Access Recorder
69377,A432,1932/350,Insurance on privately owned cars used for Commonwealth purposes.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-09 00:00:00,Pre Access Recorder
69381,A432,1932/358,Prohibition Orders under Sec.57. Post and Telegraph Act 1901-23,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1930 - 1932,1930-01-01,1932-01-01,Closed,1976-04-09 00:00:00,Pre Access Recorder
69382,A432,1932/361,Coventry Motor Co. Ltd. - whether moneys due to Company for which Bills of Exchange have been given may be collected under section 38 of Sales Tax Assessment Act (No.1) 1930.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-09 00:00:00,Pre Access Recorder
69383,A432,1932/362,"Customs Act 1901-30, Sec. 156 (3). Goods consigned by Shelbach and Whiting Ltd. London to W.R. Fogarty, Melbourne.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69388,A432,1932/374,Treaty of Peace Regulations. Whether money payable to a person in Germany may be transmitted without restriction. Refusal to disclose information desired by a Public Trustee: Whether Public Trustee can compel disclosure: Regulation 15A,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69398,A432,1932/387,"Customs Act 1901-30, Section 154. Glass Marbles imported by Ayers and James Pty. Ltd. from Akro Agate Co., United States of America. Question of prosecution.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69435,A432,1932/464,Estate Duty Assessment Act 1914-28. Estate Late J J.E.H. Fraser,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-11 00:00:00,Pre Access Recorder
69439,A432,1932/471,Land and Income Tax Assessment Act 1907/24 of W.A. Sect. 10 (1) (c). Roman Catholic Archbishop of Perth,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-11 00:00:00,Pre Access Recorder
69441,A432,1932/477,Land Tax Assessment Act 1910-28 Trustees of Settlement (S.C.B. Turner and Others) dated 9.12.1904.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-11 00:00:00,Pre Access Recorder
69450,A432,1932/502,Sales Tax. Roberts Mance - facturing Co. Ltd. Contract entered into prior to 16.7.30,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-12 00:00:00,Pre Access Recorder
69469,A432,1932/550,"Land Tax Assessment Act 1910 - 30, Section 56 Registration of Federal Land Tax Charges","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1938,1932-01-01,1938-01-01,Closed,1976-04-08 00:00:00,Pre Access Recorder
69470,A432,1932/551,Australian Soldiers Repatriation Act 1920-29. Section 44/2 Crimes Act 1914-28 Section 21B: re Prosecution of Mrs E. White,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-08 00:00:00,Pre Access Recorder
69474,A432,1932/576,"Land Tax Assessment Act 1910-30, Sects. 27/3 and 28: Mosman Golf Club Ltd. Lease from the Commonwealth Liability for Land Tax","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-08 00:00:00,Pre Access Recorder
69475,A432,1932/582,"N.T. Lands: Adjoining Blocks Leased to Same Lessee: Covenant in each lease to erect building: Building erected on one and partly on other block Application for grant in fee simple. Whether building covenant complied with: Crown Land Ordinance 1931, Section No. 79 and 80","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-08 00:00:00,Pre Access Recorder
69500,A432,1932/642,Land Tax Assessment Act 1910-1930 Trustees Brisbane Racecourse,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69501,A432,1932/647,Financial Agreements Enforcement Acts 1932 New South Wales Totalisator Tax Lachlan Picnic Race Club,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69603,A432,1932/1789,Wheat Bounty - Claim by D. & L. Fleming,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1976-06-01 00:00:00,Pre Access Recorder
69610,A432,1932/1810,"Customs Act 1901-30 Sects. 154(1) and 160: Western Precipitation Co., Los Angeles, USA: Licence Fee for use of Cottrell System: Inclusion Value for Duty","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-14 00:00:00,Pre Access Recorder
69613,A432,1932/1824,Commerce/Dairy Produce Export Regulations - re Collection of Inspection Fees,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1933,1932-01-01,1933-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69615,A432,1932/1834,Income Tax Assessment Act 1922/30. T. Brown and Sons Ltd,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-27 00:00:00,Pre Access Recorder
69618,A432,1932/1844,FCT [Federal Capital Territory]. Agistment of Horses on Commonwealth Land: Failure to pay charges: Whether Commonwealth can impound horses,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-04-12 00:00:00,Pre Access Recorder
69628,A432,1932/1859,"Flour Acquisition Bill, Victoria","Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-07 00:00:00,Pre Access Recorder
69630,A432,1932/1864,Insurance Acts 1932: Deposit of Titles as Approved Securities,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1933,1932-01-01,1933-01-01,Closed,1976-06-07 00:00:00,Pre Access Recorder
69632,A432,1932/1866,Immigration Act 1901-32. Form of Bond or Security: Memorandum of Deposit,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1933,1932-01-01,1933-01-01,Closed,1976-05-10 00:00:00,Pre Access Recorder
69635,A432,1932/1876,Income Tax Assessment Act 1922/31: Rudduck and Co. Ltd.: Question of Appeal to High Court from Decision of Board of Review,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1932,1932-01-01,1932-01-01,Closed,1976-05-10 00:00:00,Pre Access Recorder
69641,A432,1932/1890,Treaty of Peace regs - Reg.61A - Transfer of Land Control Ordinance Anchorites Plantation. Question as to cancellation of contract of sale.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1930 - 1933,1930-01-01,1933-01-01,Closed,1977-09-20 00:00:00,Pre Access Recorder
69643,A432,1932/1893,Sales Tax: Liquidation of companies. Priority of Sales tax re preferential debts.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1932 - 1933,1932-01-01,1933-01-01,Closed,1977-09-20 00:00:00,Pre Access Recorder
69668,A432,1933/101,FCT [Federal Capital Territory]. Lease under Leases Ordinance 1918-27 Whether the Lessor or the lessee is bound to replace an erection which is beyond repair,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1976-04-14 00:00:00,Pre Access Recorder
69715,A432,1933/197,FCT (Federal Capital Territory): Whether charges for treatment at the hospital at Canberra can be recovered from an infant.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1977-09-22 00:00:00,Pre Access Recorder
69716,A432,1933/198,"Insurance Acts 1932: Tokio marine and Fire Insurance Co. Ltd., and Imperial Marine & Fire Insurance Co. Ltd.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1977-09-22 00:00:00,Pre Access Recorder
69718,A432,1933/201,Claim by W.J. Stone in respect of moneys alleged to have been wrongfully withdrawn from his Savings Bank account.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1977-09-22 00:00:00,Pre Access Recorder
69722,A432,1933/206,"Exemptions from payment of tax provided in sub-sections 20 (1) (d) (e) & (f) of Sales Tax Ass't Act (no. 1), 1930-32.","Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1977-09-22 00:00:00,Pre Access Recorder
70057,A432,1934/311,Customs Act 1901-1930. Mutual Fire and General Insurance Company of Tasmania Limited.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1934 - 1934,1934-01-01,1934-01-01,Closed,1980-09-04 00:00:00,Pre Access Recorder
70246,A432,1934/626,Tibaldi G. Naturalization,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1934 - 1934,1934-01-01,1934-01-01,Closed,1972-05-10 00:00:00,Pre Access Recorder
70649,A432,1934/1984,Migrant Land Settlement Correspondence with Victorian Govt,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1933 - 1933,1933-01-01,1933-01-01,Closed,1975-08-15 00:00:00,Pre Access Recorder
70693,A432,1929/03334 PART 4,Powers of Attorney: Enquires by USA Consulate,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1922 - 1926,1922-01-01,1926-01-01,Closed,1974-07-24 00:00:00,Pre Access Recorder
71260,A432,1929/04003,Lease of Land at Norfolk Island to Trustees of Golf Club: Whether Administration should nominate first Trustees and have power to appoint new Trustees.,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1929 - 1929,1929-01-01,1929-01-01,Closed,1977-07-15 00:00:00,Pre Access Recorder
